kanda,sarga,shloka,shloka_text,explanation
Bala Kanda,1,83,ततोऽग्निवचनात्सीतां ज्ञात्वा विगतकल्मषाम् । बभौ रामस्सम्प्रहृष्ट: पूजितस्सर्वदैवतै: ।।1.1.83।।,"With the of testimony of the firegod, Rama was exceedingly pleased to know that Sita was sinless. All the gods adored him."
Bala Kanda,1,84,कर्मणा तेन महता त्रैलोक्यं सचराचरम् । सदेवर्षिगणं तुष्टं राघवस्य महात्मन: ।।1.1.84।।,"All the animate and inanimate beings, gods and sages in the three worlds were very pleased at this noble deed of the great Rama."
Bala Kanda,1,85,अभिषिच्य च लङ्कायां राक्षसेन्द्रं विभीषणम् । कृतकृत्यस्तदा रामो विज्वर: प्रमुमोद ह ।।1.1.85।।,"After coronating the rakshasa chief Vibhishana in the city of Lanka, Rama free from distress, exceedingly rejoiced after having accomplished his objective."
Bala Kanda,1,86,देवताभ्यो वरं प्राप्य समुत्थाप्य च वानरान् । अयोध्यां प्रस्थितो राम: पुष्पकेण सुहृद्वृत: ।।1.1.86।।,"Having obtained a boon from the devatas (who had come to see him) Rama, revived all monkeys (fallen in the battle) and set out for Ayodhya accompanied by friends in the  pushpaka (aerial car)."
Bala Kanda,1,87,भरद्वाजाश्रमं गत्वा रामस्सत्यपराक्रम: । भरतस्यान्तिकं रामो हनूमन्तं व्यसर्जयत् ।।1.1.87।।,Rama who was a delight of all whose strength lies in truth went to the hermitage of Bharadwaja (as promised) and  despatched Hanuman to Bharata as his messenger.
Bala Kanda,1,88,पुनराख्यायिकां जल्पन्सुग्रीवसहितश्च स: । पुष्पकं तत्समारुह्य नन्दिग्रामं ययौ तदा ।।1.1.88।।,"Again accompanied by Sugriva and recalling earlier incidents and after both of them discussed with each other, Rama departed to Nandigrama riding that pushpaka chariot."
Bala Kanda,1,89,नन्दिग्रामे जटां हित्वा भ्रातृभिस्सहितोऽनघ: । रामस्सीतामनुप्राप्य राज्यं पुनरवाप्तवान् ।।1.1.89।।,"At Nandigrama sinless Rama arrived, met his brothers. They shed their  matted locks. With  Sita  restored  he regained his kingdom."
Bala Kanda,1,90,प्रहृष्टमुदितो लोकस्तुष्ट: पुष्टस्सुधार्मिक: । निरामयो ह्यरोगश्च दुर्भिक्षभयवर्जित: ।।1.1.90।।,"The entire world rejoiced with happiness with their desire fulfilled they were content.  All people were following the path of righteousness. There was no fear of sufferings or agonies, diseases or famine."
Bala Kanda,1,91,न पुत्रमरणं किञ्चिद्द्रक्ष्यन्ति पुरुषा: क्वचित् । नार्यश्चाविधवा नित्यं भविष्यन्ति पतिव्रता: ।।1.1.91।।,"During the period of Rama's rule, no where  would men witness the death of their sons or women widowed. They would ever remain chaste and devoted to their husbands."
Bala Kanda,1,92,न चाग्निजं भयं किञ्चिन्नाप्सु मज्जन्ति जन्तव: । न वातजं भयं किञ्चिन्नापि ज्वरकृतं तथा ।।1.1.92।। न चापि क्षुद्भयं तत्र न तस्करभयं तथा ।,"There (in the kingdom of Rama) was no fear of fire, water, wind, disease, hunger and also theft."
Bala Kanda,1,93,नगराणि च राष्ट्राणि धनधान्ययुतानि च ।।1.1.93।। नित्यं प्रमुदितास्सर्वे यथा कृतयुगे तथा ।,All the cities and villages were affluent with wealth and food grains. People lived happily as though they lived in Kritayuga.
Bala Kanda,1,94,अश्वमेधशतैरिष्ट्वा तथा बहुसुवर्णकै: ।।1.1.94।। गवां कोट्ययुतं दत्वा ब्रह्मलोकं प्रयास्यति । असंख्येयं धनं दत्वा ब्राह्मणेभ्यो महायशा: ।।1.1.95।।,"Highly renowned Rama, having satisfied the gods with the performance of a hundred of aswamedhas and many suvarnakas  bestowing hundreds of thousands of cows and immense wealth on the brahmins, will return to Brahmaloka."
